employee_id,name,email,age,gender,hire_date,tenure_years,salary,satisfaction,last_review_score,attrition,skills,education,department,role,promotions,resume_file,skills_list,num_skills,salary_clipped,tenure_months,recent_review_scaled,low_satisfaction_flag,department_clean
5051,Travis Barnett,travisbarnett5051@example.com,20,F,2018-03-30,7.68,531615,0.469,3.75,1,pandas|pytorch|aws|scikit-learn,BSc,Sales,Engineer,0,resumes/resume_5051.txt,"['pandas', 'pytorch', 'aws', 'scikit-learn']",4,531615.0,92.2,0.6875,0,Sales
6329,Michael Garcia,michaelgarcia6329@example.com,32,M,2019-11-17,6.05,854098,0.076,4.38,1,docker|aws|excel,M.Tech,Product,Engineer,0,resumes/resume_6329.txt,"['docker', 'aws', 'excel']",3,854098.0,72.6,0.845,1,Product
9734,Corey Hernandez,coreyhernandez9734@example.com,37,F,2024-12-20,0.95,833533,0.607,2.61,0,scikit-learn|nlp|kubernetes|aws|pandas|sql|management|powerbi,MSc,Support,Senior Engineer,2,resumes/resume_9734.txt,"['scikit-learn', 'nlp', 'kubernetes', 'aws', 'pandas', 'sql', 'management', 'powerbi']",8,833533.0,11.4,0.40249999999999997,0,Support
1692,Christopher Serrano,christopherserrano1692@example.com,36,Other,2022-04-07,3.66,559013,0.462,1.91,0,communication|hadoop|kubernetes|aws,M.Tech,Hr,Analyst,1,resumes/resume_1692.txt,"['communication', 'hadoop', 'kubernetes', 'aws']",4,559013.0,43.9,0.22749999999999998,0,Hr
674,Lisa Williams,lisawilliams674@example.com,21,F,2018-07-11,7.4,643808,0.07,1.77,0,pytorch|numpy|excel|scikit-learn,MSc,Support,Senior Engineer,0,resumes/resume_674.txt,"['pytorch', 'numpy', 'excel', 'scikit-learn']",4,643808.0,88.8,0.1925,1,Support
5573,Vickie Gonzalez,vickiegonzalez5573@example.com,25,M,2022-08-31,3.26,785612,0.635,1.56,0,python|leadership|communication,B.Tech,Engineering,Analyst,2,resumes/resume_5573.txt,"['python', 'leadership', 'communication']",3,785612.0,39.1,0.14,0,Engineering
5767,Ashley Foster,ashleyfoster5767@example.com,35,Other,2022-07-13,3.39,1048775,0.109,1.52,0,communication|excel|nlp,B.E,Engineering,Manager,2,resumes/resume_5767.txt,"['communication', 'excel', 'nlp']",3,1048775.0,40.7,0.13,1,Engineering
5157,Michael Bell,michaelbell5157@example.com,26,M,2023-07-07,2.41,928850,0.542,2.64,0,management|python|pytorch|nlp,B.E,Engineering,Analyst,0,resumes/resume_5157.txt,"['management', 'python', 'pytorch', 'nlp']",4,928850.0,28.9,0.41000000000000003,0,Engineering
734,Joseph Smith,josephsmith734@example.com,22,Other,2022-03-19,3.71,811150,0.783,1.41,0,scikit-learn|pytorch|powerbi|numpy|tensorflow|pandas|excel,MBA,Engineering,Manager,0,resumes/resume_734.txt,"['scikit-learn', 'pytorch', 'powerbi', 'numpy', 'tensorflow', 'pandas', 'excel']",7,811150.0,44.5,0.10249999999999998,0,Engineering
3527,Brandon Stevens,brandonstevens3527@example.com,30,M,2018-12-02,7.01,268497,0.343,2.81,0,aws|powerbi|numpy|nlp|management|tensorflow|pytorch,B.Tech,Support,Intern,2,resumes/resume_3527.txt,"['aws', 'powerbi', 'numpy', 'nlp', 'management', 'tensorflow', 'pytorch']",7,268497.0,84.1,0.4525,1,Support
569,Jeffrey Herrera,jeffreyherrera569@example.com,33,M,2024-02-15,1.8,875293,0.389,2.61,0,numpy|pandas|communication|react|kubernetes|powerbi|javascript|management,MSc,Sales,Manager,2,resumes/resume_569.txt,"['numpy', 'pandas', 'communication', 'react', 'kubernetes', 'powerbi', 'javascript', 'management']",8,875293.0,21.6,0.40249999999999997,1,Sales
9188,Sarah Warren,sarahwarren9188@example.com,20,F,2021-01-16,4.88,575255,0.303,4.12,0,kubernetes|docker|spark|communication,MSc,Sales,Analyst,1,resumes/resume_9188.txt,"['kubernetes', 'docker', 'spark', 'communication']",4,575255.0,58.6,0.78,1,Sales
2923,Morgan Farley,morganfarley2923@example.com,47,Other,2025-07-21,0.37,451411,0.814,4.01,0,scikit-learn|sql|spark|excel|communication,B.Tech,Finance,Manager,0,resumes/resume_2923.txt,"['scikit-learn', 'sql', 'spark', 'excel', 'communication']",5,451411.0,4.4,0.7525,0,Finance
7912,Jordan George,jordangeorge7912@example.com,40,M,2023-01-13,2.89,310309,0.004,4.97,0,leadership|sql|nlp,M.Tech,Support,Intern,1,resumes/resume_7912.txt,"['leadership', 'sql', 'nlp']",3,310309.0,34.7,0.9924999999999999,1,Support
1559,Carlos Wood,carloswood1559@example.com,36,Other,2018-05-22,7.54,1113851,0.486,3.04,0,pandas|excel|react|javascript|numpy|kubernetes|communication|tableau,MSc,Support,Manager,2,resumes/resume_1559.txt,"['pandas', 'excel', 'react', 'javascript', 'numpy', 'kubernetes', 'communication', 'tableau']",8,1113851.0,90.5,0.51,0,Support
102,Kara Hernandez,karahernandez102@example.com,21,F,2023-06-26,2.44,465543,0.573,3.84,0,docker|python|management,B.E,Support,Analyst,2,resumes/resume_102.txt,"['docker', 'python', 'management']",3,465543.0,29.3,0.71,0,Support
3008,Brittney Maynard,brittneymaynard3008@example.com,43,Other,2021-05-07,4.58,748583,0.368,3.64,0,python|spark|tableau|pytorch|leadership|powerbi|sql,MSc,Sales,Manager,1,resumes/resume_3008.txt,"['python', 'spark', 'tableau', 'pytorch', 'leadership', 'powerbi', 'sql']",7,748583.0,55.0,0.66,1,Sales
7202,Kenneth Dalton,kennethdalton7202@example.com,25,F,2023-08-09,2.32,876871,0.517,2.4,0,aws|leadership|nlp|tableau|react|hadoop|spark|scikit-learn,BSc,Sales,Intern,0,resumes/resume_7202.txt,"['aws', 'leadership', 'nlp', 'tableau', 'react', 'hadoop', 'spark', 'scikit-learn']",8,876871.0,27.8,0.35,0,Sales
304,Jessica Scott,jessicascott304@example.com,20,M,2024-03-19,1.71,1074011,0.717,1.43,0,powerbi|pandas|javascript|hadoop|leadership|numpy|tensorflow|python,MSc,Product,Engineer,2,resumes/resume_304.txt,"['powerbi', 'pandas', 'javascript', 'hadoop', 'leadership', 'numpy', 'tensorflow', 'python']",8,1074011.0,20.5,0.10749999999999998,0,Product
77,Victoria Peck,victoriapeck77@example.com,31,F,2018-12-23,6.95,521412,0.639,2.7,1,pytorch|docker|react|pandas|tensorflow,MBA,Support,Manager,2,resumes/resume_77.txt,"['pytorch', 'docker', 'react', 'pandas', 'tensorflow']",5,521412.0,83.4,0.42500000000000004,0,Support
6755,Jennifer Nichols,jennifernichols6755@example.com,28,M,2018-03-01,7.76,581723,0.4,1.82,0,kubernetes|communication|management|sql|docker|react|hadoop|pytorch,B.Tech,Finance,Analyst,2,resumes/resume_6755.txt,"['kubernetes', 'communication', 'management', 'sql', 'docker', 'react', 'hadoop', 'pytorch']",8,581723.0,93.1,0.20500000000000002,0,Finance
8630,Jennifer Cooper,jennifercooper8630@example.com,25,F,2025-10-24,0.11,999373,0.023,4.06,0,leadership|aws|react,B.E,Finance,Intern,2,resumes/resume_8630.txt,"['leadership', 'aws', 'react']",3,999373.0,1.3,0.7649999999999999,1,Finance
1209,Wesley Ortiz,wesleyortiz1209@example.com,32,M,2024-11-04,1.08,368381,0.593,2.89,0,management|pandas|sql|hadoop|tensorflow|communication|nlp,MBA,Finance,Engineer,0,resumes/resume_1209.txt,"['management', 'pandas', 'sql', 'hadoop', 'tensorflow', 'communication', 'nlp']",7,368381.0,13.0,0.47250000000000003,0,Finance
7743,Tanya Santiago,tanyasantiago7743@example.com,20,M,2021-12-04,4.0,1418520,0.557,3.0,0,react|tableau|aws|communication|powerbi|leadership|scikit-learn,B.Tech,Finance,Engineer,1,resumes/resume_7743.txt,"['react', 'tableau', 'aws', 'communication', 'powerbi', 'leadership', 'scikit-learn']",7,1280657.1600000001,48.0,0.5,0,Finance
8215,Robert Reeves,robertreeves8215@example.com,32,Other,2022-10-16,3.13,1069230,0.3,1.18,0,sql|tableau|react|pytorch|javascript|excel|hadoop|spark,B.Tech,Hr,Manager,0,resumes/resume_8215.txt,"['sql', 'tableau', 'react', 'pytorch', 'javascript', 'excel', 'hadoop', 'spark']",8,1069230.0,37.6,0.044999999999999984,1,Hr
8945,Samantha Schmidt,samanthaschmidt8945@example.com,20,F,2020-04-11,5.65,430209,0.232,2.03,0,kubernetes|hadoop|communication|aws|tableau|nlp|leadership,B.E,Hr,Analyst,0,resumes/resume_8945.txt,"['kubernetes', 'hadoop', 'communication', 'aws', 'tableau', 'nlp', 'leadership']",7,430209.0,67.8,0.25749999999999995,1,Hr
8414,James Stuart,jamesstuart8414@example.com,37,F,2018-06-14,7.48,726011,0.521,2.16,0,sql|python|spark|kubernetes|docker|scikit-learn,MBA,Support,Manager,1,resumes/resume_8414.txt,"['sql', 'python', 'spark', 'kubernetes', 'docker', 'scikit-learn']",6,726011.0,89.8,0.29000000000000004,0,Support
1776,Benjamin Mendoza,benjaminmendoza1776@example.com,32,F,2020-10-28,5.1,1327889,0.133,4.06,0,aws|hadoop|tensorflow,BSc,Hr,Manager,2,resumes/resume_1776.txt,"['aws', 'hadoop', 'tensorflow']",3,1280657.1600000001,61.2,0.7649999999999999,1,Hr
3474,Brandon Davis,brandondavis3474@example.com,27,M,2020-10-03,5.17,875633,0.338,3.53,0,tensorflow|hadoop|powerbi|sql|spark,MBA,Sales,Intern,1,resumes/resume_3474.txt,"['tensorflow', 'hadoop', 'powerbi', 'sql', 'spark']",5,875633.0,62.0,0.6325,1,Sales
484,Penny West,pennywest484@example.com,29,F,2019-02-04,6.83,342306,0.285,2.74,1,sql|pandas|hadoop|tableau|scikit-learn|leadership,B.Tech,Hr,Intern,0,resumes/resume_484.txt,"['sql', 'pandas', 'hadoop', 'tableau', 'scikit-learn', 'leadership']",6,342306.0,82.0,0.43500000000000005,1,Hr
2190,Javier Rogers,javierrogers2190@example.com,30,Other,2021-10-24,4.11,744047,0.505,2.82,0,numpy|powerbi|nlp,M.Tech,Engineering,Manager,2,resumes/resume_2190.txt,"['numpy', 'powerbi', 'nlp']",3,744047.0,49.3,0.45499999999999996,0,Engineering
347,Jessica Shaffer,jessicashaffer347@example.com,33,M,2024-04-22,1.62,622613,0.724,4.72,0,leadership|communication|sql|scikit-learn|react|javascript|python|pandas,BSc,Support,Manager,0,resumes/resume_347.txt,"['leadership', 'communication', 'sql', 'scikit-learn', 'react', 'javascript', 'python', 'pandas']",8,622613.0,19.4,0.9299999999999999,0,Support
5482,Mark Lopez,marklopez5482@example.com,31,F,2022-11-28,3.02,657444,0.309,2.08,0,javascript|communication|management|nlp|pandas|tensorflow,MBA,Support,Engineer,2,resumes/resume_5482.txt,"['javascript', 'communication', 'management', 'nlp', 'pandas', 'tensorflow']",6,657444.0,36.2,0.27,1,Support
8362,John Burgess,johnburgess8362@example.com,33,Other,2025-11-19,0.04,699607,0.674,1.55,1,management|sql|powerbi|tensorflow|nlp,MSc,Support,Senior Engineer,1,resumes/resume_8362.txt,"['management', 'sql', 'powerbi', 'tensorflow', 'nlp']",5,699607.0,0.5,0.1375,0,Support
1473,Julia Berry,juliaberry1473@example.com,30,F,2018-04-03,7.67,150000,0.362,2.21,1,communication|sql|javascript|kubernetes|docker,B.E,Product,Manager,2,resumes/resume_1473.txt,"['communication', 'sql', 'javascript', 'kubernetes', 'docker']",5,150000.0,92.0,0.3025,1,Product
5101,Bob Frost,bobfrost5101@example.com,32,Other,2020-01-10,5.9,713792,0.747,4.35,1,nlp|pytorch|pandas|kubernetes|javascript,B.Tech,Engineering,Manager,0,resumes/resume_5101.txt,"['nlp', 'pytorch', 'pandas', 'kubernetes', 'javascript']",5,713792.0,70.8,0.8374999999999999,0,Engineering
6766,Anthony Rodriguez,anthonyrodriguez6766@example.com,40,Other,2018-09-10,7.24,1002473,0.941,2.3,1,excel|communication|kubernetes|tensorflow|aws|sql|nlp,B.Tech,Finance,Analyst,2,resumes/resume_6766.txt,"['excel', 'communication', 'kubernetes', 'tensorflow', 'aws', 'sql', 'nlp']",7,1002473.0,86.9,0.32499999999999996,0,Finance
8707,Eric Newman,ericnewman8707@example.com,26,F,2023-09-11,2.23,578376,0.644,2.47,0,sql|react|hadoop|excel|kubernetes|tableau|tensorflow|python,MSc,Product,Manager,1,resumes/resume_8707.txt,"['sql', 'react', 'hadoop', 'excel', 'kubernetes', 'tableau', 'tensorflow', 'python']",8,578376.0,26.8,0.36750000000000005,0,Product
4930,Christine Vargas,christinevargas4930@example.com,33,Other,2019-09-03,6.25,818159,0.991,2.38,0,numpy|react|aws|tableau|docker|powerbi|nlp,B.Tech,Support,Analyst,1,resumes/resume_4930.txt,"['numpy', 'react', 'aws', 'tableau', 'docker', 'powerbi', 'nlp']",7,818159.0,75.0,0.345,0,Support
6330,Benjamin Hernandez,benjaminhernandez6330@example.com,27,Other,2024-10-18,1.13,686224,0.15,4.06,1,spark|pytorch|docker|management,MSc,Support,Senior Engineer,1,resumes/resume_6330.txt,"['spark', 'pytorch', 'docker', 'management']",4,686224.0,13.6,0.7649999999999999,1,Support
2610,Daniel Williams,danielwilliams2610@example.com,40,Other,2025-06-21,0.45,703362,0.259,3.33,1,excel|aws|spark|tensorflow|nlp|javascript,M.Tech,Finance,Engineer,2,resumes/resume_2610.txt,"['excel', 'aws', 'spark', 'tensorflow', 'nlp', 'javascript']",6,703362.0,5.4,0.5825,1,Finance
4,Katie Gonzalez,katiegonzalez4@example.com,27,Other,2020-11-29,5.01,835640,0.228,2.16,1,pandas|docker|nlp|javascript,BSc,Finance,Senior Engineer,1,resumes/resume_4.txt,"['pandas', 'docker', 'nlp', 'javascript']",4,835640.0,60.1,0.29000000000000004,1,Finance
2214,George Chen,georgechen2214@example.com,30,M,2022-05-13,3.56,579293,0.797,3.75,0,management|excel|pytorch|docker|javascript|powerbi|nlp|python,BSc,Finance,Senior Engineer,0,resumes/resume_2214.txt,"['management', 'excel', 'pytorch', 'docker', 'javascript', 'powerbi', 'nlp', 'python']",8,579293.0,42.7,0.6875,0,Finance
4828,Susan Atkins,susanatkins4828@example.com,33,Other,2018-05-21,7.54,239520,0.261,3.15,0,pandas|powerbi|aws|nlp|tableau|scikit-learn|management|hadoop,B.E,Finance,Manager,0,resumes/resume_4828.txt,"['pandas', 'powerbi', 'aws', 'nlp', 'tableau', 'scikit-learn', 'management', 'hadoop']",8,239520.0,90.5,0.5375,1,Finance
857,Marie Christensen,mariechristensen857@example.com,26,Other,2021-11-09,4.07,677366,0.738,3.21,1,numpy|kubernetes|spark|tableau|hadoop|pandas,MBA,Engineering,Intern,1,resumes/resume_857.txt,"['numpy', 'kubernetes', 'spark', 'tableau', 'hadoop', 'pandas']",6,677366.0,48.8,0.5525,0,Engineering
6978,Jessica Blake,jessicablake6978@example.com,21,Other,2025-05-19,0.54,906167,0.375,2.51,0,scikit-learn|sql|communication|pytorch|javascript|excel,BSc,Finance,Intern,0,resumes/resume_6978.txt,"['scikit-learn', 'sql', 'communication', 'pytorch', 'javascript', 'excel']",6,906167.0,6.5,0.37749999999999995,1,Finance
5886,Jessica Reese,jessicareese5886@example.com,33,M,2020-07-23,5.37,816772,0.467,3.74,0,docker|tensorflow|leadership|kubernetes,BSc,Finance,Engineer,1,resumes/resume_5886.txt,"['docker', 'tensorflow', 'leadership', 'kubernetes']",4,816772.0,64.4,0.685,0,Finance
625,Tammy Barrett,tammybarrett625@example.com,31,M,2025-02-17,0.79,908382,0.944,4.1,0,hadoop|javascript|powerbi,B.Tech,Engineering,Engineer,0,resumes/resume_625.txt,"['hadoop', 'javascript', 'powerbi']",3,908382.0,9.5,0.7749999999999999,0,Engineering
291,Jenny Rasmussen,jennyrasmussen291@example.com,33,Other,2018-09-15,7.22,1267673,0.41,1.64,0,react|management|tensorflow|python,B.Tech,Product,Engineer,0,resumes/resume_291.txt,"['react', 'management', 'tensorflow', 'python']",4,1267673.0,86.6,0.15999999999999998,0,Product
2019,Erik Walker,erikwalker2019@example.com,29,M,2025-07-30,0.35,527778,0.29,1.16,1,numpy|python|tableau|docker|sql|excel|hadoop|management,BSc,Hr,Engineer,1,resumes/resume_2019.txt,"['numpy', 'python', 'tableau', 'docker', 'sql', 'excel', 'hadoop', 'management']",8,527778.0,4.2,0.03999999999999998,1,Hr
669,Madeline Kelly,madelinekelly669@example.com,27,M,2023-12-26,1.94,742604,0.635,4.54,0,react|excel|management|python|javascript|docker|nlp|powerbi,BSc,Sales,Intern,2,resumes/resume_669.txt,"['react', 'excel', 'management', 'python', 'javascript', 'docker', 'nlp', 'powerbi']",8,742604.0,23.3,0.885,0,Sales
8922,Christopher Garcia,christophergarcia8922@example.com,20,F,2018-06-24,7.45,919189,0.936,1.77,0,excel|management|react|sql,B.E,Support,Intern,1,resumes/resume_8922.txt,"['excel', 'management', 'react', 'sql']",4,919189.0,89.4,0.1925,0,Support
8265,Gary Rivas,garyrivas8265@example.com,31,Other,2021-11-10,4.07,1020494,0.984,1.28,1,pandas|communication|aws|leadership|scikit-learn|pytorch|python,BSc,Product,Intern,1,resumes/resume_8265.txt,"['pandas', 'communication', 'aws', 'leadership', 'scikit-learn', 'pytorch', 'python']",7,1020494.0,48.8,0.07,0,Product
9697,Dr. Christian Griffin,dr.christiangriffin9697@example.com,25,F,2020-02-27,5.77,235607,0.297,1.56,0,react|hadoop|nlp|tableau,M.Tech,Sales,Manager,0,resumes/resume_9697.txt,"['react', 'hadoop', 'nlp', 'tableau']",4,235607.0,69.2,0.14,1,Sales
1632,Cassie Morales,cassiemorales1632@example.com,33,Other,2024-08-05,1.33,1185304,0.36,2.64,0,python|management|javascript,MBA,Support,Manager,0,resumes/resume_1632.txt,"['python', 'management', 'javascript']",3,1185304.0,16.0,0.41000000000000003,1,Support
5171,Brandy Dean,brandydean5171@example.com,26,F,2018-09-09,7.24,457967,0.803,1.26,0,docker|management|react,B.Tech,Finance,Engineer,2,resumes/resume_5171.txt,"['docker', 'management', 'react']",3,457967.0,86.9,0.065,0,Finance
7206,Elijah Ware,elijahware7206@example.com,24,M,2023-02-23,2.78,571151,0.048,3.72,1,powerbi|tableau|hadoop|pytorch|docker|sql|tensorflow,B.E,Sales,Engineer,0,resumes/resume_7206.txt,"['powerbi', 'tableau', 'hadoop', 'pytorch', 'docker', 'sql', 'tensorflow']",7,571151.0,33.4,0.68,1,Sales
2523,Katherine Scott,katherinescott2523@example.com,20,Other,2019-08-08,6.33,694491,0.374,3.33,0,aws|excel|python|numpy|management,B.Tech,Hr,Analyst,1,resumes/resume_2523.txt,"['aws', 'excel', 'python', 'numpy', 'management']",5,694491.0,76.0,0.5825,1,Hr
2216,Tammy David,tammydavid2216@example.com,31,F,2018-11-29,7.02,559610,0.382,1.54,1,nlp|leadership|tensorflow,B.E,Sales,Manager,1,resumes/resume_2216.txt,"['nlp', 'leadership', 'tensorflow']",3,559610.0,84.2,0.135,1,Sales
6969,Kristin Montoya,kristinmontoya6969@example.com,37,M,2020-11-17,5.05,761196,0.786,3.37,0,hadoop|powerbi|communication|nlp,BSc,Finance,Senior Engineer,0,resumes/resume_6969.txt,"['hadoop', 'powerbi', 'communication', 'nlp']",4,761196.0,60.6,0.5925,0,Finance
6497,Steve Ballard,steveballard6497@example.com,37,F,2024-01-19,1.87,563927,0.346,1.83,0,aws|scikit-learn|pandas|communication|kubernetes|powerbi|sql|hadoop,B.Tech,Engineering,Manager,1,resumes/resume_6497.txt,"['aws', 'scikit-learn', 'pandas', 'communication', 'kubernetes', 'powerbi', 'sql', 'hadoop']",8,563927.0,22.4,0.20750000000000002,1,Engineering
6214,Sherri Lewis,sherrilewis6214@example.com,28,M,2025-04-22,0.62,631716,0.248,2.85,1,excel|powerbi|communication,BSc,Sales,Analyst,0,resumes/resume_6214.txt,"['excel', 'powerbi', 'communication']",3,631716.0,7.4,0.4625,1,Sales
7033,Nancy Warren,nancywarren7033@example.com,34,F,2021-09-23,4.2,464003,0.368,3.7,0,sql|numpy|docker|pytorch,MBA,Support,Manager,2,resumes/resume_7033.txt,"['sql', 'numpy', 'docker', 'pytorch']",4,464003.0,50.4,0.675,1,Support
7421,Samuel Burns,samuelburns7421@example.com,38,F,2024-09-21,1.2,818299,0.504,4.9,0,communication|aws|excel,B.E,Sales,Intern,0,resumes/resume_7421.txt,"['communication', 'aws', 'excel']",3,818299.0,14.4,0.9750000000000001,0,Sales
1108,Jacob Orr,jacoborr1108@example.com,27,M,2018-07-03,7.42,683466,0.645,3.23,1,tensorflow|react|sql|powerbi|hadoop|leadership|excel|kubernetes,B.E,Support,Manager,1,resumes/resume_1108.txt,"['tensorflow', 'react', 'sql', 'powerbi', 'hadoop', 'leadership', 'excel', 'kubernetes']",8,683466.0,89.0,0.5575,0,Support
451,Lindsey Cox,lindseycox451@example.com,30,M,2019-11-15,6.05,1019612,0.188,2.54,0,numpy|communication|hadoop|powerbi|python|excel,BSc,Engineering,Senior Engineer,2,resumes/resume_451.txt,"['numpy', 'communication', 'hadoop', 'powerbi', 'python', 'excel']",6,1019612.0,72.6,0.385,1,Engineering
6290,Pamela Sherman,pamelasherman6290@example.com,32,Other,2020-01-06,5.91,602175,0.562,1.37,0,scikit-learn|pandas|communication|excel|management,MBA,Engineering,Intern,2,resumes/resume_6290.txt,"['scikit-learn', 'pandas', 'communication', 'excel', 'management']",5,602175.0,70.9,0.09250000000000003,0,Engineering
9967,Maria Guzman,mariaguzman9967@example.com,37,M,2019-09-20,6.21,390098,0.944,4.59,0,pytorch|scikit-learn|react|numpy|spark|aws|sql|excel,M.Tech,Engineering,Analyst,0,resumes/resume_9967.txt,"['pytorch', 'scikit-learn', 'react', 'numpy', 'spark', 'aws', 'sql', 'excel']",8,390098.0,74.5,0.8975,0,Engineering
136,Angela Lewis,angelalewis136@example.com,36,Other,2022-01-28,3.85,702558,0.182,4.87,1,pandas|leadership|numpy,M.Tech,Sales,Senior Engineer,1,resumes/resume_136.txt,"['pandas', 'leadership', 'numpy']",3,702558.0,46.2,0.9675,1,Sales
1786,Anne Petty,annepetty1786@example.com,31,M,2020-10-08,5.16,748512,0.301,1.07,0,react|management|numpy|tableau|hadoop|powerbi|python,MSc,Support,Intern,1,resumes/resume_1786.txt,"['react', 'management', 'numpy', 'tableau', 'hadoop', 'powerbi', 'python']",7,748512.0,61.9,0.017500000000000016,1,Support
3405,Brittany Schmidt,brittanyschmidt3405@example.com,32,M,2019-12-02,6.01,341567,0.142,4.21,0,scikit-learn|react|leadership,MBA,Finance,Intern,2,resumes/resume_3405.txt,"['scikit-learn', 'react', 'leadership']",3,341567.0,72.1,0.8025,1,Finance
2907,Kelly Clark,kellyclark2907@example.com,20,M,2025-11-03,0.08,871040,0.677,1.99,0,docker|aws|numpy|tensorflow|excel,MSc,Product,Intern,1,resumes/resume_2907.txt,"['docker', 'aws', 'numpy', 'tensorflow', 'excel']",5,871040.0,1.0,0.2475,0,Product
8305,James Anderson,jamesanderson8305@example.com,43,Other,2019-07-31,6.35,611880,0.08,3.51,0,tableau|communication|tensorflow|hadoop|powerbi|scikit-learn|aws,BSc,Product,Engineer,2,resumes/resume_8305.txt,"['tableau', 'communication', 'tensorflow', 'hadoop', 'powerbi', 'scikit-learn', 'aws']",7,611880.0,76.2,0.6275,1,Product
7493,Laura Bell,laurabell7493@example.com,36,Other,2019-05-18,6.55,959096,0.672,3.92,0,kubernetes|leadership|tensorflow|scikit-learn|docker,MBA,Engineering,Manager,1,resumes/resume_7493.txt,"['kubernetes', 'leadership', 'tensorflow', 'scikit-learn', 'docker']",5,959096.0,78.6,0.73,0,Engineering
6101,Anthony Morton,anthonymorton6101@example.com,22,M,2018-06-03,7.51,820376,0.821,2.03,0,leadership|javascript|tensorflow|tableau|kubernetes,MSc,Support,Engineer,1,resumes/resume_6101.txt,"['leadership', 'javascript', 'tensorflow', 'tableau', 'kubernetes']",5,820376.0,90.1,0.25749999999999995,0,Support
4505,Daniel Peterson,danielpeterson4505@example.com,32,F,2023-11-02,2.09,375418,0.263,1.67,0,management|hadoop|javascript|tensorflow,B.Tech,Product,Engineer,2,resumes/resume_4505.txt,"['management', 'hadoop', 'javascript', 'tensorflow']",4,375418.0,25.1,0.16749999999999998,1,Product
5054,Willie Martinez,williemartinez5054@example.com,29,M,2025-08-22,0.28,1028368,0.546,2.06,1,hadoop|leadership|kubernetes|scikit-learn|tensorflow,M.Tech,Support,Intern,0,resumes/resume_5054.txt,"['hadoop', 'leadership', 'kubernetes', 'scikit-learn', 'tensorflow']",5,1028368.0,3.4,0.265,0,Support
5206,Sharon Washington,sharonwashington5206@example.com,23,F,2023-11-13,2.06,568086,0.865,2.89,0,powerbi|kubernetes|react|aws|pytorch|docker|javascript,B.Tech,Engineering,Manager,1,resumes/resume_5206.txt,"['powerbi', 'kubernetes', 'react', 'aws', 'pytorch', 'docker', 'javascript']",7,568086.0,24.7,0.47250000000000003,0,Engineering
4081,Jacob Davis,jacobdavis4081@example.com,34,M,2022-10-12,3.15,694492,0.312,4.89,1,nlp|pandas|javascript|sql,B.E,Hr,Manager,0,resumes/resume_4081.txt,"['nlp', 'pandas', 'javascript', 'sql']",4,694492.0,37.8,0.9724999999999999,1,Hr
6919,John Hamilton,johnhamilton6919@example.com,29,Other,2019-06-09,6.49,820152,0.991,2.48,0,spark|pandas|tableau,B.Tech,Finance,Intern,2,resumes/resume_6919.txt,"['spark', 'pandas', 'tableau']",3,820152.0,77.9,0.37,0,Finance
6803,Jacob Jenkins,jacobjenkins6803@example.com,34,M,2025-01-04,0.91,989688,0.296,3.06,1,react|javascript|spark|leadership|communication,B.E,Hr,Manager,2,resumes/resume_6803.txt,"['react', 'javascript', 'spark', 'leadership', 'communication']",5,989688.0,10.9,0.515,1,Hr
5207,Debra Lopez,debralopez5207@example.com,30,F,2023-12-20,1.96,651334,0.342,3.43,1,tensorflow|javascript|pytorch|spark|powerbi,B.E,Hr,Intern,1,resumes/resume_5207.txt,"['tensorflow', 'javascript', 'pytorch', 'spark', 'powerbi']",5,651334.0,23.5,0.6075,1,Hr
533,James Morales,jamesmorales533@example.com,22,Other,2018-05-19,7.55,990206,0.675,3.64,0,react|hadoop|tableau|scikit-learn|leadership|sql|pytorch,M.Tech,Hr,Intern,1,resumes/resume_533.txt,"['react', 'hadoop', 'tableau', 'scikit-learn', 'leadership', 'sql', 'pytorch']",7,990206.0,90.6,0.66,0,Hr
4831,Mercedes Owens,mercedesowens4831@example.com,27,F,2021-02-03,4.83,756757,0.674,2.59,1,javascript|numpy|management|nlp|react|leadership|tensorflow|scikit-learn,B.E,Support,Intern,0,resumes/resume_4831.txt,"['javascript', 'numpy', 'management', 'nlp', 'react', 'leadership', 'tensorflow', 'scikit-learn']",8,756757.0,58.0,0.39749999999999996,0,Support
4039,Kathryn Hunt,kathrynhunt4039@example.com,32,F,2023-09-23,2.2,1033557,0.886,2.9,0,tensorflow|management|pytorch,M.Tech,Product,Intern,2,resumes/resume_4039.txt,"['tensorflow', 'management', 'pytorch']",3,1033557.0,26.4,0.475,0,Product
4085,Jose Moore,josemoore4085@example.com,26,F,2023-04-04,2.67,1015963,0.684,2.69,1,nlp|sql|hadoop|docker,B.Tech,Support,Analyst,2,resumes/resume_4085.txt,"['nlp', 'sql', 'hadoop', 'docker']",4,1015963.0,32.0,0.4225,0,Support
3205,Sean Cervantes,seancervantes3205@example.com,32,M,2022-09-25,3.19,675422,0.632,4.94,0,communication|leadership|management|javascript|spark|scikit-learn,B.Tech,Sales,Senior Engineer,1,resumes/resume_3205.txt,"['communication', 'leadership', 'management', 'javascript', 'spark', 'scikit-learn']",6,675422.0,38.3,0.9850000000000001,0,Sales
